"","AAPL","MSFT","YHOO"
"1690",67.47,33.64,31.03
"1691",66.77,32.79,30.92
"1692",70.09,32.74,30.26
"1693",69.87,32.46,31.27
"1694",68.79,32.5,31.34
"1695",69.46,32.77,32.75
"1696",68.96,33.27,33.55
"1697",68.11,33.28,33.17
"1698",69.71,33.58,34.31
"1699",69.94,33.92,34.14
"1700",69.06,33.86,33.88
"1701",69,33.88,34.89
"1702",69.68,33.3,34.14
"1703",68.71,33.01,32.93
"1704",69.51,33.07,33.01
"1705",69.95,33.76,33.87
"1706",70.4,34.13,34.15
"1707",70.86,34.45,34
"1708",71.24,34.49,33.38
"1709",71.59,34.64,33.09
"1710",72.07,34.92,32.74
"1711",72.7,34.96,33.43
"1712",74.48,34.99,34.06
"1713",74.27,34.58,33.94
"1714",74.99,33.76,33.1
"1715",75.99,33.72,33.08
"1716",75.14,35.73,32.25
"1717",75.7,35.57,32.35
"1718",73.81,35.52,33.17
"1719",74.98,35.54,32.57
"1720",74.67,35.4,32.94
"1721",74.29,35.52,33.18
"1722",75.25,35.94,33.19
"1723",75.06,36.64,32.97
"1724",74.42,38.18,32.88
"1725",73.21,37.5,32.11
"1726",74.37,37.78,33.12
"1727",74.15,37.59,33.82
"1728",74.29,37.36,34.07
"1729",74.38,38.16,35.1
"1730",75.45,38.02,35.69
"1731",75,37.84,35.47
"1732",74.09,37.2,34.98
"1733",74.22,36.74,34.63
"1734",73.57,37.08,35.62
"1735",74.45,37.4,36.3
"1736",74.26,37.57,36.49
"1737",74.82,37.64,36.29
"1738",76.2,37.35,36.64
"1739",77.99,37.6,36.96
"1740",79.44,38.13,36.98
"1741",78.75,38.45,37.01
"1742",80.9,38.31,36.56
"1743",80.71,38.94,38.13
"1744",81.13,38,38.87
"1745",80,38.36,38.86
"1746",80.92,38.7,38.87
"1747",80.79,38.11,40.22
"1748",80.19,37.61,39.16
"1749",80.08,37.22,39.35
"1750",79.2,36.69,39.73
"1751",79.64,36.88,39.73
"1752",79.28,36.52,39.51
"1753",78.68,36.58,40.04
"1754",77.78,36.25,40.2
"1755",78.43,36.8,40.12
"1756",81.44,36.62,40.77
"1757",81.1,37.08,40.85
"1758",80.56,37.44,40.65
"1759",80.01,37.29,40.49
"1760",79.22,37.29,40.2
"1761",80.15,37.41,40.44
"1762",79.02,37.16,39.59
"1763",77.28,36.91,40.12
"1764",77.7,36.13,39.93
"1765",77.15,36.41,40.92
"1766",77.64,35.76,41.02
"1767",76.65,35.53,40.92
"1768",76.13,36.04,41.23
"1769",76.53,34.98,39.99
"1770",78.06,35.78,41.14
"1771",79.62,36.76,41.07
"1772",79.18,36.89,40.34
"1773",77.24,36.38,40.01
"1774",78.44,36.17,39.52
"1775",78.79,35.93,40.18
"1776",79.45,36.06,39.39
"1777",78.01,36.8,37.91
"1778",78.64,36.03,36.65
"1779",72.36,36.27,38.22
"1780",71.54,36.66,34.89
"1781",71.4,36.86,35.31
"1782",71.51,37.84,36.01
"1783",71.65,36.48,34.9
"1784",72.68,36.35,35.66
"1785",73.23,35.82,35.49
"1786",73.22,36.18,36.24
"1787",74.24,36.56,37.23
"1788",75.57,36.8,37.76
"1789",76.57,37.18,38.5
"1790",76.56,37.47,38.11
"1791",77.78,37.61,38.52
"1792",77.71,37.62,38.23
"1793",78,37.42,38.3
"1794",76.77,37.51,37.81
"1795",75.88,37.75,37.79
"1796",75.04,37.98,37.29
"1797",75.36,37.69,37.42
"1798",74.58,37.54,37.26
"1799",73.91,37.47,37.62
"1800",75.38,37.86,38.47
"1801",75.18,38.31,38.67
"1802",75.39,37.78,38.25
"1803",75.89,38.41,39.63
"1804",76.05,38.11,39.5
"1805",75.82,38.15,39.66
"1806",75.78,37.9,38.7
"1807",75.85,37.82,38.05
"1808",76.58,38.02,37.56
"1809",76.66,38.27,37.5
"1810",75.81,37.89,37.23
"1811",74.96,37.7,37.6
"1812",75.25,38.05,39.11
"1813",75.91,39.55,39.45
"1814",75.89,39.27,38.61
"1815",75.53,40.33,37.77
"1816",76.12,40.16,37.94
"1817",77.03,40.5,36.68
"1818",77.86,40.34,35.93
"1819",77.11,39.79,35.45
"1820",76.78,39.36,35.59
"1821",76.69,40.3,35.9
"1822",76.68,40.99,35.9
"1823",77.38,41.42,36.49
"1824",77.51,41.35,36.64
"1825",76.97,41.01,35.76
"1826",75.97,39.87,34.26
"1827",74.78,39.8,33.07
"1828",74.78,39.82,33.83
"1829",75.76,40.47,34.87
"1830",74.78,39.36,33.4
"1831",74.23,39.21,32.87
"1832",74.53,39.18,33.44
"1833",73.99,39.75,34.21
"1834",74.14,40.4,36.35
"1835",74.99,40.01,36.38
"1836",75.88,39.94,36.4
"1837",75.96,39.99,36.14
"1838",74.96,39.69,35.44
"1839",81.11,39.86,35.24
"1840",81.71,39.91,34.48
"1841",84.87,40.87,33.99
"1842",84.62,40.51,35.83
"1843",84.3,40.4,35.95
"1844",84.5,40,36.51
"1845",84.65,39.69,36.87
"1846",85.85,39.43,36.91
"1847",84.92,39.06,36.49
"1848",84.62,39.42,34.07
"1849",84,39.64,33.92
"1850",83.65,39.54,33.76
"1851",84.69,39.97,34.45
"1852",84.82,40.42,34.4
"1853",84.84,40.24,34.17
"1854",84.12,39.6,33.8
"1855",85.36,39.83,33.41
"1856",86.37,39.75,33.89
"1857",86.39,39.68,33.87
"1858",86.62,40.35,34.36
"1859",86.75,40.1,34.7
"1860",87.73,40.12,35.02
"1861",89.38,40.19,35.12
"1862",89.14,40.01,34.78
"1863",90.77,40.34,34.9
"1864",90.43,40.94,34.65
"1865",89.81,40.79,34.87
"1866",91.08,40.29,34.65
"1867",92.12,40.32,34.73
"1868",92.48,41.21,34.94
"1869",92.22,41.48,35.92
"1870",93.7,41.27,36.04
"1871",94.25,41.11,36.31
"1872",93.86,40.86,36.63
"1873",92.29,40.58,36.78
"1874",91.28,41.23,36.94
"1875",92.2,41.5,34.81
"1876",92.08,41.68,34.43
"1877",92.18,41.65,34.94
"1878",91.86,41.51,34.68
"1879",90.91,41.68,34.05
"1880",90.83,41.99,33.64
"1881",90.28,41.74,33.48
"1882",90.36,42.03,33.25
"1883",90.9,41.72,33.66
"1884",91.98,42.25,34.25
"1885",92.93,41.7,35.13
"1886",93.52,41.87,35.35
"1887",93.48,41.9,35.88
"1888",94.03,41.8,36.14
"1889",95.97,41.99,35.52
"1890",95.35,41.78,34.53
"1891",95.39,41.67,34.85
"1892",95.04,41.68,34.93
"1893",95.22,42.09,35.43
"1894",96.45,42.14,35.7
"1895",95.32,42.45,35.61
"1896",94.78,44.08,33.79
"1897",93.09,44.53,33.21
"1898",94.43,44.69,33.33
"1899",93.94,44.84,33.28
"1900",94.72,44.83,33.6
"1901",97.19,44.87,34.71
"1902",97.03,44.4,36.17
"1903",97.67,44.5,36.12
"1904",99.02,43.97,35.9
"1905",98.38,43.88,35.68
"1906",98.15,43.58,36.6
"1907",95.6,43.16,35.81
"1908",96.13,42.86,35.62
"1909",95.59,43.37,36.54
"1910",95.12,43.08,35.7
"1911",94.96,42.74,35.79
"1912",94.48,43.23,35.66
"1913",94.74,43.2,35.91
"1914",95.99,43.2,35.79
"1915",95.97,43.52,35.52
"1916",97.24,44.08,36.19
"1917",97.5,44.27,36.36
"1918",97.98,44.79,36.47
"1919",99.16,45.11,37.38
"1920",100.53,45.33,37.83
"1921",100.57,44.95,37.5
"1922",100.58,45.22,37.64
"1923",101.32,45.15,38.01
"1924",101.54,45.17,37.71
"1925",100.89,45,37.79
"1926",102.13,44.87,38.18
"1927",102.25,44.88,38.31
"1928",102.5,45.43,38.51
"1929",103.3,45.09,39.27
"1930",98.94,44.96,38.87
"1931",98.12,45.26,39.19
"1932",98.97,45.91,39.59
"1933",98.36,46.47,41.81
"1934",97.99,46.76,40.78
"1935",101,46.84,41.14
"1936",101.43,47,41.26
"1937",101.66,46.7,42.88
"1938",101.63,46.24,42.55
"1939",100.86,46.76,42.71
"1940",101.58,46.52,42.59
"1941",101.79,46.68,42.08
"1942",100.96,47.52,40.93
"1943",101.06,47.06,38.65
"1944",102.64,46.56,39.05
"1945",101.75,47.08,39.88
"1946",97.87,46.04,38.95
"1947",100.75,46.41,40.66
"1948",100.11,46.44,40.52
"1949",100.75,46.36,40.75
"1950",99.18,45.9,40.32
"1951",99.9,45.76,40.5
"1952",99.62,46.09,41.03
"1953",99.62,46.09,41.52
"1954",98.75,45.53,40.93
"1955",100.8,46.78,41.08
"1956",101.02,45.85,41.1
"1957",100.73,44.03,39.6
"1958",99.81,43.65,38.38
"1959",98.75,43.73,37.97
"1960",97.54,43.22,37.82
"1961",96.26,42.74,38.12
"1962",97.67,43.63,38.45
"1963",99.76,44.08,39.28
"1964",102.47,44.88,40.18
"1965",102.99,44.38,42
"1966",104.83,45.02,42.6
"1967",105.22,46.13,43.5
"1968",105.11,45.91,44.7
"1969",106.74,46.49,45.87
"1970",107.34,46.62,45.43
"1971",106.98,46.05,45.63
"1972",108,46.95,46.05
"1973",109.4,47.44,46.34
"1974",108.6,47.57,47.08
"1975",108.86,47.86,47.46
"1976",108.7,48.7,47.93
"1977",109.01,48.68,48.55
"1978",108.83,48.89,49.41
"1979",109.7,48.87,49.05
"1980",111.25,48.78,50.6
"1981",112.82,49.61,50.5
"1982",114.18,49.58,51.75
"1983",113.99,49.46,52.37
"1984",115.47,48.74,51.75
"1985",114.67,48.22,50.58
"1986",116.31,48.7,51.25
"1987",116.47,47.98,51.04
"1988",118.62,47.59,51.83
"1989",117.6,47.47,51.72
"1990",119,47.75,51.93
"1991",118.93,47.81,51.74
"1992",115.07,48.62,50.1
"1993",114.63,48.46,50.67
"1994",115.93,48.08,50.28
"1995",115.49,48.84,50.41
"1996",115,48.42,50.99
"1997",112.4,47.7,49.62
"1998",114.12,47.59,50.51
"1999",111.95,46.9,49.2
"2000",111.62,47.17,49.94
"2001",109.73,46.95,50.24
"2002",108.22,46.67,49.82
"2003",106.74,45.16,48.85
"2004",109.41,45.74,50.12
"2005",112.65,47.52,50.91
"2006",111.78,47.66,50.88
"2007",112.94,47.98,51.15
"2008",112.54,48.45,50.02
"2009",112.01,48.14,50.65
"2010",113.99,47.88,50.86
"2011",113.91,47.45,50.53
"2012",112.52,47.02,51.22
"2013",110.38,46.45,50.51
"2014",109.33,46.76,50.17
"2015",106.25,46.32,49.13
"2016",106.26,45.65,49.21
"2017",107.75,46.23,48.59
"2018",111.89,47.59,50.23
"2019",112.01,47.19,49.72
"2020",109.25,46.6,48.8
"2021",110.22,46.36,48.3
"2022",109.8,45.96,47.51
"2023",106.82,45.48,46.23
"2024",105.99,46.24,46.47
"2025",108.72,46.39,47.63
"2026",109.55,45.92,48.18
"2027",112.4,47.13,48.89
"2028",112.98,47.18,48.95
"2029",113.1,47.01,49.44
"2030",109.14,42.66,47.99
"2031",115.31,41.19,46.46
"2032",118.9,42.01,43.73
"2033",117.16,40.4,43.99
"2034",118.63,41.28,44.68
"2035",118.65,41.6,44.7
"2036",119.56,41.84,44.04
"2037",119.94,42.45,43.54
"2038",118.93,42.41,42.94
"2039",119.72,42.36,42.57
"2040",122.02,42.6,43.07
"2041",124.88,42.38,42.96
"2042",126.46,43.09,43.92
"2043",127.08,43.87,44.42
"2044",127.83,43.58,43.53
"2045",128.72,43.53,43.65
"2046",128.45,43.5,44.37
"2047",129.5,43.86,44.11
"2048",133,44.15,43.53
"2049",132.17,44.09,43.38
"2050",128.79,43.99,44.43
"2051",130.42,44.06,44.45
"2052",128.46,43.85,44.28
"2053",129.09,43.88,44.11
"2054",129.36,43.28,42.62
"2055",128.54,43.06,43.99
"2056",126.41,43.11,44.16
"2057",126.6,42.36,43.44
"2058",127.14,42.85,42.98
"2059",124.51,42.03,42.68
"2060",122.24,41.98,42.5
"2061",124.45,41.02,42.95
"2062",123.59,41.38,42.87
"2063",124.95,41.56,43.51
"2064",127.04,41.7,43.78
"2065",128.47,42.5,44.67
"2066",127.5,42.28,44.98
"2067",125.9,42.88,45.04
"2068",127.21,42.86,44.72
"2069",126.69,42.9,44.42
"2070",123.38,41.46,44.2
"2071",124.24,41.21,44.47
"2072",123.25,40.97,45.1
"2073",126.37,40.96,44.95
"2074",124.43,40.66,44.44
"2075",124.25,40.72,44.13
"2076",125.32,40.29,44.15
"2077",127.35,41.54,43.67
"2078",126.01,41.53,43.61
"2079",125.6,41.42,45.17
"2080",126.56,41.48,45.63
"2081",127.1,41.72,45.18
"2082",126.85,41.76,44.77
"2083",126.3,41.65,45.52
"2084",126.78,42.26,45.73
"2085",126.17,42.16,45.78
"2086",124.75,41.62,44.45
"2087",127.6,42.9,44.66
"2088",126.91,42.64,44.49
"2089",128.62,42.98,43.98
"2090",129.67,43.34,43.7
"2091",130.28,47.87,44.52
"2092",132.65,48.03,44.36
"2093",130.56,49.16,44.34
"2094",128.64,49.06,43.28
"2095",125.15,48.64,42.56
"2096",128.95,48.66,42.51
"2097",128.7,48.24,42.04
"2098",125.8,47.6,41.3
"2099",125.01,46.28,41.66
"2100",125.26,46.7,43.87
"2101",127.62,47.75,44.09
"2102",126.32,47.37,43.6
"2103",125.86,47.35,43.84
"2104",126.01,47.62,44.4
"2105",128.95,48.72,44.95
"2106",128.77,48.3,44.75
"2107",130.19,48.01,44.36
"2108",130.07,47.58,40.98
"2109",130.06,47.58,42.79
"2110",131.39,47.42,43.68
"2111",132.54,46.9,43.48
"2112",129.62,46.59,42.85
"2113",132.04,47.61,43.38
"2114",131.78,47.45,43.07
"2115",130.28,46.86,42.94
"2116",130.54,47.23,43.35
"2117",129.96,46.92,43.15
"2118",130.12,46.85,43.21
"2119",129.36,46.36,42.88
"2120",128.65,46.14,42.81
"2121",127.8,45.73,42.01
"2122",127.42,45.65,41.63
"2123",128.88,46.61,42.06
"2124",128.59,46.44,40.94
"2125",127.17,45.97,40.52
"2126",126.92,45.48,40.47
"2127",127.6,45.83,40.64
"2128",127.3,45.97,40.96
"2129",127.88,46.72,40.91
"2130",126.6,46.1,40.51
"2131",127.61,46.23,40.73
"2132",127.03,45.91,40.65
"2133",128.11,45.64,40.94
"2134",127.5,45.65,41.06
"2135",126.75,45.26,40.06
"2136",124.53,44.37,38.91
"2137",125.42,44.15,39.29
"2138",126.6,44.44,39.33
"2139",126.44,44.4,39.38
"2140",126,44.39,38.61
"2141",125.69,44.3,38.23
"2142",122.57,44.24,37.23
"2143",120.07,44.52,37.61
"2144",123.28,44.61,37.92
"2145",125.66,45.54,38.76
"2146",125.61,45.62,38.63
"2147",126.82,45.76,38.38
"2148",128.51,46.66,38.91
"2149",129.62,46.62,39.68
"2150",132.07,46.92,39.54
"2151",130.75,47.28,39.73
"2152",125.22,45.54,39.24
"2153",125.16,46.11,39.21
"2154",124.5,45.94,38.85
"2155",122.77,45.35,37.84
"2156",123.38,45.34,37.72
"2157",122.99,46.29,37.67
"2158",122.37,46.88,37.42
"2159",121.3,46.7,36.67
"2160",118.44,46.81,36.69
"2161",114.64,47.54,37.12
"2162",115.4,47.58,37.25
"2163",115.13,46.62,36.46
"2164",115.52,46.74,36.67
"2165",119.72,47.33,37.15
"2166",113.49,46.41,36.03
"2167",115.24,46.74,34.49
"2168",115.15,46.73,35.93
"2169",115.96,47,36.24
"2170",117.16,47.32,36.1
"2171",116.5,47.27,35.69
"2172",115.01,46.61,35.19
"2173",112.65,45.66,34.1
"2174",105.76,43.07,32.93
"2175",103.12,41.68,31.31
"2176",103.74,40.47,31.74
"2177",109.69,42.71,32.52
"2178",112.92,43.9,33.69
"2179",113.29,43.93,33.14
"2180",112.76,43.52,32.24
"2181",107.72,41.82,31.6
"2182",112.34,43.36,31.77
"2183",110.37,43.5,32.54
"2184",109.27,42.61,31.58
"2185",112.31,43.89,30.9
"2186",110.15,43.07,31.52
"2187",112.57,43.29,31.15
"2188",114.21,43.48,31.43
"2189",115.31,43.04,30.32
"2190",116.28,43.98,31.04
"2191",116.41,44.3,31.4
"2192",113.92,44.25,30.93
"2193",113.45,43.48,30.74
"2194",115.21,44.11,31.17
"2195",113.4,43.9,30.4
"2196",114.32,43.87,29.74
"2197",115,43.91,29.34
"2198",114.71,43.94,29.13
"2199",112.44,43.29,27.6
"2200",109.06,43.44,28.26
"2201",110.3,44.26,28.91
"2202",109.58,44.61,28.91
"2203",110.38,45.57,30.71
"2204",110.78,46.63,30.85
"2205",111.31,46.75,30.96
"2206",110.78,46.8,31.87
"2207",109.5,47.45,32.37
"2208",112.12,47.11,32.52
"2209",111.6,47,32.86
"2210",111.79,46.89,32.34
"2211",110.21,46.68,32.09
"2212",111.86,47.01,33.48
"2213",111.04,47.51,33.37
"2214",111.73,47.62,33.5
"2215",113.77,47.77,32.83
"2216",113.76,47.2,31.12
"2217",115.5,48.03,31.67
"2218",119.08,52.87,33.17
"2219",115.28,54.25,33.4
"2220",114.55,53.69,34.3
"2221",119.27,53.98,35.18
"2222",120.53,53.36,35.05
"2223",119.5,52.64,35.62
"2224",121.18,53.24,35.27
"2225",122.57,54.15,34.72
"2226",122,54.4,35.07
"2227",120.92,54.38,35.12
"2228",121.06,54.92,34.2
"2229",120.57,54.16,33.68
"2230",116.77,53.51,33.99
"2231",116.11,53.65,33.38
"2232",115.72,53.32,33.23
"2233",112.34,52.84,32.19
"2234",114.18,53.76,32.94
"2235",113.69,52.97,32.86
"2236",117.29,53.85,32.98
"2237",118.78,53.94,32.62
"2238",119.3,54.19,33.11
"2239",117.75,54.19,33.36
"2240",118.88,54.25,32.96
"2241",118.03,53.69,33.16
"2242",117.81,53.93,32.94
"2243",118.3,54.35,33.81
"2244",117.34,55.22,33.71
"2245",116.28,55.21,35.65
"2246",115.2,54.2,34.34
"2247",119.03,55.91,34.91
"2248",118.28,55.81,34.68
"2249",118.23,55.79,34.85
"2250",115.62,54.98,34.4
"2251",116.17,55.27,34.63
"2252",113.18,54.06,32.91
"2253",112.48,55.14,32.59
"2254",110.49,55.2,33.03
"2255",111.34,56.13,33.78
"2256",108.98,55.7,33.23
"2257",106.03,54.13,32.95
"2258",107.33,54.83,32.96
"2259",107.23,55.35,34.19
"2260",108.61,55.82,34.45
"2261",108.03,55.67,34.11
"2262",106.82,55.95,33.6
"2263",108.74,56.55,34.04
"2264",107.32,56.31,33.37
"2265",105.26,55.48,33.26
"2266",105.35,54.8,31.4
"2267",102.71,55.05,32.2
"2268",100.7,54.05,32.16
"2269",96.45,52.17,30.16
"2270",96.96,52.33,30.63
"2271",98.53,52.3,30.17
"2272",99.96,52.78,30.69
"2273",97.39,51.64,29.44
"2274",99.52,53.11,30.32
"2275",97.13,50.99,29.14
"2276",96.66,50.56,29.74
"2277",96.79,50.79,28.78
"2278",96.3,50.48,29.31
"2279",101.42,52.29,29.75
"2280",99.44,51.79,29.78
"2281",99.99,52.17,29.98
"2282",93.42,51.22,29.69
"2283",94.09,52.06,28.75
"2284",97.34,55.09,29.51
"2285",96.43,54.71,29.57
"2286",94.48,53,29.06
"2287",96.35,52.16,27.68
"2288",96.6,52,29.15
"2289",94.02,50.16,27.97
"2290",95.01,49.41,27.05
"2291",94.99,49.28,26.82
"2292",94.27,49.71,27.1
"2293",93.7,49.69,26.76
"2294",93.99,50.5,27.04
"2295",96.64,51.09,29.28
"2296",98.12,52.42,29.37
"2297",96.26,52.19,29.42
"2298",96.04,51.82,30.04
"2299",96.88,52.65,31.17
"2300",94.69,51.18,30.67
"2301",96.1,51.36,30.95
"2302",96.76,52.1,31.36
"2303",96.91,51.3,31.37
"2304",96.69,50.88,31.79
"2305",100.53,52.58,32.8
"2306",100.75,52.95,32.91
"2307",101.5,52.35,32.88
"2308",103.01,52.03,33.86
"2309",101.87,51.03,33.96
"2310",101.03,51.65,32.93
"2311",101.12,52.84,33.51
"2312",101.17,52.05,32.82
"2313",102.26,53.07,33.81
"2314",102.52,53.17,33.58
"2315",104.58,53.59,33.26
"2316",105.97,54.35,34.01
"2317",105.8,54.66,34.28
"2318",105.92,53.49,35.17
"2319",105.91,53.86,35.47
"2320",106.72,54.07,35.41
"2321",106.13,53.97,34.8
"2322",105.67,54.21,34.86
"2323",105.19,53.54,35.23
"2324",107.68,54.71,36.32
"2325",109.56,55.05,36.56
"2326",108.99,55.23,36.81
"2327",109.99,55.57,36.48
"2328",111.12,55.43,37.02
"2329",109.81,54.56,36.41
"2330",110.96,55.12,36.66
"2331",108.54,54.46,36.17
"2332",108.66,54.42,36.07
"2333",109.02,54.31,36.48
"2334",110.44,54.65,36.66
"2335",112.04,55.35,37.31
"2336",112.1,55.36,37.17
"2337",109.85,55.65,36.51
"2338",107.48,56.46,36.52
"2339",106.91,56.39,36.33
"2340",107.13,55.59,37.84
"2341",105.97,55.78,37.67
"2342",105.68,51.78,37.48
"2343",105.08,52.11,37.23
"2344",104.35,51.44,37.11
"2345",97.82,50.94,36.95
"2346",94.83,49.9,36.59
"2347",93.74,49.87,36.6
"2348",93.64,50.61,36.53
"2349",95.18,49.78,36.01
"2350",94.19,49.87,36
"2351",93.24,49.94,36.94
"2352",92.72,50.39,37.23
"2353",92.79,50.07,37.18
"2354",93.42,51.02,37.44
"2355",92.51,51.05,37.37
"2356",90.34,51.51,37.03
"2357",90.52,51.08,36.48
"2358",93.88,51.83,37.48
"2359",93.49,50.51,37.27
"2360",94.56,50.81,37.24
"2361",94.2,50.32,37.02
"2362",95.22,50.62,36.5
"2363",96.43,50.03,36.66
"2364",97.9,51.59,37.53
"2365",99.62,52.12,35.59
"2366",100.41,51.89,36.76
"2367",100.35,52.32,37.82
"2368",99.86,53,37.94
"2369",98.46,52.85,36.65
"2370",97.72,52.48,37.15
"2371",97.92,51.79,36.6
"2372",98.63,52.13,37.07
"2373",99.03,52.1,36.73
"2374",98.94,52.04,36.97
"2375",99.65,51.62,37.35
"2376",98.83,51.48,36.83
"2377",97.34,50.14,36.47
"2378",97.46,49.83,37.4
"2379",97.14,49.69,37.32
"2380",97.55,50.39,37.39
"2381",95.33,50.13,36.94
"2382",95.1,50.07,37.29
"2383",95.91,51.19,37.4
"2384",95.55,50.99,37.36
"2385",96.1,51.91,37.78
"2386",93.4,49.83,36.24
"2387",92.04,48.43,35.22
"2388",93.59,49.44,36.04
"2389",94.4,50.54,36.86
"2390",95.6,51.17,37.56
"2391",95.89,51.16,37.99
"2392",94.99,51.17,37.5
"2393",95.53,51.38,37.51
"2394",95.94,51.38,37.52
"2395",96.68,52.3,37.74
"2396",96.98,52.59,37.96
"2397",97.42,53.21,37.89
"2398",96.87,53.51,37.64
"2399",98.79,53.74,37.96
"2400",98.78,53.7,37.72
"2401",99.83,53.96,37.95
"2402",99.87,53.09,38.17
"2403",99.96,55.91,38.9
"2404",99.43,55.8,38.85
"2405",98.66,56.57,39.38
"2406",97.34,56.73,38.32
"2407",96.67,56.76,38.76
"2408",102.95,56.19,38.66
"2409",104.34,56.21,38.52
"2410",104.21,56.68,38.19
"2411",106.05,56.58,38.8
"2412",104.48,56.58,38.57
"2413",105.79,56.97,38.39
"2414",105.87,57.39,38.92
"2415",107.48,57.96,38.99
"2416",108.37,58.06,39.24
"2417",108.81,58.2,39.24
"2418",108,58.02,39.93
"2419",107.93,58.3,41.27
"2420",108.18,57.94,42.94
"2421",109.48,58.12,42.67
"2422",109.38,57.44,42.49
"2423",109.22,57.56,42.7
"2424",109.08,57.6,42.9
"2425",109.36,57.62,43.02
"2426",108.51,57.67,42.52
"2427",108.85,57.89,42.6
"2428",108.03,57.95,41.91
"2429",107.57,58.17,42.03
"2430",106.94,58.03,42.27
"2431",106.82,58.1,42.26
"2432",106,57.89,42.58
"2433",106.1,57.46,42.75
"2434",106.73,57.59,42.93
"2435",107.73,57.67,43.28
"2436",107.7,57.61,44.71
"2437",108.36,57.66,44.35
"2438",105.52,57.43,44.36
"2439",103.13,56.21,42.92
"2440",105.44,57.05,43.46
"2441",107.95,56.53,43.04
"2442",111.77,56.26,43.46
"2443",115.57,57.19,43.99
"2444",114.92,57.25,43.67
"2445",113.58,56.93,43.19
"2446",113.57,56.81,42.79
"2447",113.55,57.76,44.14
"2448",114.62,57.82,44.15
"2449",112.71,57.43,42.8
"2450",112.88,56.9,42.29
"2451",113.09,57.95,43.37
"2452",113.95,58.03,43.69
"2453",112.18,57.4,42.57
"2454",113.05,57.6,43.1
"2455",112.52,57.42,43.13
"2456",113,57.24,43.18
"2457",113.05,57.64,43.71
"2458",113.89,57.74,43.68
"2459",114.06,57.8,43.22
"2460",116.05,58.04,43.92
"2461",116.3,57.19,42.68
"2462",117.34,57.11,42.36
"2463",116.98,56.92,41.62
"2464",117.63,57.42,41.44
"2465",117.55,57.22,41.79
"2466",117.47,57.66,41.68
"2467",117.12,57.53,42.73
"2468",117.06,57.25,42.38
"2469",116.6,59.66,42.17
"2470",117.65,61,42.59
"2471",118.25,60.99,42.55
"2472",115.59,60.63,42.08
"2473",114.48,60.1,41.87
"2474",113.72,59.87,41.78
"2475",113.54,59.92,41.55
"2476",111.49,59.8,41.33
"2477",111.59,59.43,40.68
"2478",109.83,59.21,40.23
"2479",108.84,58.71,40.28
"2480",110.41,60.42,41.05
"2481",111.06,60.47,41.16
"2482",110.88,60.17,41.21
"2483",107.79,58.7,40.16
"2484",108.43,59.02,40.42
"2485",105.71,58.12,39.3
"2486",107.11,58.87,40.21
"2487",109.99,59.65,40.98
"2488",109.95,60.64,41.45
"2489",110.06,60.35,41.19
"2490",111.73,60.86,41.11
"2491",111.8,61.12,41.01
"2492",111.23,60.4,40.96
"2493",111.79,60.53,40.87
